day,date,service_type,line,min_delay
Friday,2023-07-07T09:43:00Z,Regular,504,16
Friday,2023-07-07T11:35:00Z,Regular,506,10
Friday,2023-07-07T12:22:00Z,Regular,512,15
Friday,2023-07-07T13:30:00Z,Regular,501,10
Friday,2023-07-07T15:12:00Z,Regular,503,10
Friday,2023-07-07T15:33:00Z,Regular,506,8
Friday,2023-07-07T15:53:00Z,Regular,501,10
Friday,2023-07-07T16:01:00Z,Regular,503,20
Friday,2023-07-07T17:33:00Z,Regular,504,10
Friday,2023-07-07T17:37:00Z,Regular,501,5
Friday,2023-07-07T18:00:00Z,Regular,501,5
Friday,2023-07-07T19:34:00Z,Regular,505,10
Friday,2023-07-07T19:39:00Z,Regular,506,10
Friday,2023-07-07T20:28:00Z,Regular,504,10
Friday,2023-07-07T20:37:00Z,Regular,501,8
Friday,2023-07-07T20:46:00Z,Regular,501,8
Friday,2023-07-07T21:51:00Z,Regular,512,10
Friday,2023-07-07T22:04:00Z,Regular,501,9
Friday,2023-07-07T22:09:00Z,Regular,504,10
Friday,2023-07-07T22:35:00Z,Regular,504,10
Friday,2023-07-07T23:00:00Z,Regular,501,9
Friday,2023-07-07T23:12:00Z,Regular,501,8
Friday,2023-07-07T23:18:00Z,Regular,501,9
Friday,2023-07-07T23:22:00Z,Regular,504,10
Friday,2023-07-07T23:40:00Z,Regular,506,10
Friday,2023-07-08T00:01:00Z,Regular,501,9
Friday,2023-07-08T00:19:00Z,Regular,512,10
Friday,2023-07-08T00:28:00Z,Regular,512,10
Friday,2023-07-08T00:35:00Z,Regular,510,10
Friday,2023-07-08T00:48:00Z,Regular,510,10
Friday,2023-07-08T00:56:00Z,Regular,511,10
Friday,2023-07-08T01:00:00Z,Regular,501,9
Friday,2023-07-08T01:05:00Z,Regular,501,7
Friday,2023-07-08T01:06:00Z,Regular,510,10
Friday,2023-07-08T01:25:00Z,Regular,506,10
Friday,2023-07-08T03:21:00Z,Regular,501,7
Friday,2023-07-07T05:07:00Z,Regular,501,8
Friday,2023-07-07T05:30:00Z,Regular,504,10
Saturday,2023-07-08T06:35:00Z,Regular,510,10
Saturday,2023-07-08T10:57:00Z,Regular,504,10
Saturday,2023-07-08T11:50:00Z,Regular,504,10
Saturday,2023-07-08T11:59:00Z,Regular,504,22
Saturday,2023-07-08T12:04:00Z,Regular,511,10
Saturday,2023-07-08T12:28:00Z,Regular,505,8
Saturday,2023-07-08T13:35:00Z,Regular,501,10
Saturday,2023-07-08T14:55:00Z,Regular,504,22
Saturday,2023-07-08T14:58:00Z,Regular,501,48
Saturday,2023-07-08T14:59:00Z,Regular,501,10
Saturday,2023-07-08T15:00:00Z,Regular,504,22
Saturday,2023-07-08T15:18:00Z,Regular,506,16
Saturday,2023-07-08T16:36:00Z,Regular,501,10
Saturday,2023-07-08T16:59:00Z,Regular,504,10
Saturday,2023-07-08T17:38:00Z,Regular,511,7
Saturday,2023-07-08T17:51:00Z,Regular,501,10
Saturday,2023-07-08T18:52:00Z,Regular,505,10
Saturday,2023-07-08T19:41:00Z,Regular,512,25
Saturday,2023-07-08T19:55:00Z,Regular,501,10
Saturday,2023-07-08T20:11:00Z,Regular,512,10
Saturday,2023-07-08T20:37:00Z,Regular,506,8
Saturday,2023-07-08T21:01:00Z,Regular,512,10
Saturday,2023-07-08T21:05:00Z,Regular,501,5
Saturday,2023-07-08T22:44:00Z,Regular,509,6
Saturday,2023-07-08T23:06:00Z,Regular,511,76
Saturday,2023-07-09T00:00:00Z,Regular,501,10
Saturday,2023-07-09T00:13:00Z,Regular,510,10
Saturday,2023-07-09T00:28:00Z,Regular,510,48
Saturday,2023-07-09T00:42:00Z,Regular,511,9
Saturday,2023-07-09T01:18:00Z,Regular,501,6
Saturday,2023-07-09T01:34:00Z,Regular,501,10
Saturday,2023-07-08T04:02:00Z,Regular,511,15
Saturday,2023-07-08T04:55:00Z,Regular,505,10
Saturday,2023-07-08T05:50:00Z,Regular,512,9
Sunday,2023-07-09T06:23:00Z,Regular,501,20
Sunday,2023-07-09T11:36:00Z,Regular,504,12
Sunday,2023-07-09T14:09:00Z,Regular,506,11
Sunday,2023-07-09T14:18:00Z,Regular,506,10
Sunday,2023-07-09T14:32:00Z,Regular,501,9
Sunday,2023-07-09T16:15:00Z,Regular,504,10
Sunday,2023-07-09T17:04:00Z,Regular,501,3
Sunday,2023-07-09T17:13:00Z,Regular,506,8
Sunday,2023-07-09T17:49:00Z,Regular,506,10
Sunday,2023-07-09T18:40:00Z,Regular,501,11
Sunday,2023-07-09T19:22:00Z,Regular,505,10
Sunday,2023-07-09T19:27:00Z,Regular,506,8
Sunday,2023-07-09T20:10:00Z,Regular,501,6
Sunday,2023-07-09T20:20:00Z,Regular,510,10
Sunday,2023-07-09T20:38:00Z,Regular,509,7
Sunday,2023-07-09T21:02:00Z,Regular,501,8
Sunday,2023-07-09T21:19:00Z,Regular,504,5
Sunday,2023-07-09T22:11:00Z,Regular,504,10
Sunday,2023-07-09T22:37:00Z,Regular,511,9
Sunday,2023-07-09T22:53:00Z,Regular,501,8
Sunday,2023-07-09T22:54:00Z,Regular,506,8
Sunday,2023-07-09T23:02:00Z,Regular,506,8
Sunday,2023-07-10T00:02:00Z,Regular,501,8
Sunday,2023-07-10T00:04:00Z,Regular,504,10
Sunday,2023-07-10T00:22:00Z,Regular,504,10
Sunday,2023-07-10T01:55:00Z,Regular,501,8
Sunday,2023-07-10T02:21:00Z,Regular,511,10
Sunday,2023-07-10T02:45:00Z,Regular,511,14
Monday,2023-07-10T10:33:00Z,Regular,506,7
Monday,2023-07-10T11:37:00Z,Regular,506,10
Monday,2023-07-10T12:31:00Z,Regular,506,7
Monday,2023-07-10T12:44:00Z,Regular,511,10
Monday,2023-07-10T12:53:00Z,Regular,511,10
Monday,2023-07-10T13:10:00Z,Regular,501,10
Monday,2023-07-10T13:16:00Z,Regular,510,5
Monday,2023-07-10T13:25:00Z,Regular,506,7
Monday,2023-07-10T14:24:00Z,Regular,501,9
Monday,2023-07-10T14:27:00Z,Regular,501,9
Monday,2023-07-10T14:33:00Z,Regular,501,130
Monday,2023-07-10T14:33:00Z,Regular,501,9
Monday,2023-07-10T15:34:00Z,Regular,511,9
Monday,2023-07-10T16:39:00Z,Regular,501,8
Monday,2023-07-10T17:10:00Z,Regular,505,8
Monday,2023-07-10T17:36:00Z,Regular,504,15
Monday,2023-07-10T17:40:00Z,Regular,501,8
Monday,2023-07-10T17:46:00Z,Regular,504,10
Monday,2023-07-10T21:53:00Z,Regular,501,15
Monday,2023-07-11T02:13:00Z,Regular,501,11
Monday,2023-07-10T04:55:00Z,Regular,505,10
Monday,2023-07-10T05:14:00Z,Regular,506,10
Tuesday,2023-07-11T08:05:00Z,Night,310,30
Tuesday,2023-07-11T09:25:00Z,Regular,501,5
Tuesday,2023-07-11T10:41:00Z,Regular,501,8
Tuesday,2023-07-11T11:28:00Z,Regular,501,7
Tuesday,2023-07-11T12:10:00Z,Regular,501,7
Tuesday,2023-07-11T12:45:00Z,Regular,501,9
Tuesday,2023-07-11T12:53:00Z,Regular,501,12
Tuesday,2023-07-11T13:10:00Z,Regular,504,10
Tuesday,2023-07-11T15:13:00Z,Regular,506,8
Tuesday,2023-07-11T16:50:00Z,Regular,505,9
Tuesday,2023-07-11T18:13:00Z,Regular,501,20
Tuesday,2023-07-11T18:41:00Z,Regular,510,59
Tuesday,2023-07-11T19:02:00Z,Regular,504,15
Tuesday,2023-07-11T20:31:00Z,Regular,506,7
Tuesday,2023-07-11T23:54:00Z,Regular,505,10
Tuesday,2023-07-12T00:14:00Z,Regular,511,10
Tuesday,2023-07-12T00:32:00Z,Regular,506,43
Tuesday,2023-07-12T00:49:00Z,Regular,506,7
Tuesday,2023-07-12T01:34:00Z,Regular,501,11
Tuesday,2023-07-12T03:00:00Z,Regular,501,16
Tuesday,2023-07-12T03:13:00Z,Regular,501,10
Tuesday,2023-07-11T04:38:00Z,Regular,505,4
Tuesday,2023-07-11T05:12:00Z,Regular,505,10
Tuesday,2023-07-11T05:28:00Z,Regular,501,20
Wednesday,2023-07-12T06:25:00Z,Night,306,10
Wednesday,2023-07-12T09:41:00Z,Regular,501,5
Wednesday,2023-07-12T10:43:00Z,Regular,501,5
Wednesday,2023-07-12T11:38:00Z,Regular,506,16
Wednesday,2023-07-12T12:10:00Z,Regular,506,8
Wednesday,2023-07-12T12:42:00Z,Regular,506,8
Wednesday,2023-07-12T13:28:00Z,Regular,501,6
Wednesday,2023-07-12T14:07:00Z,Regular,506,7
Wednesday,2023-07-12T15:45:00Z,Regular,501,6
Wednesday,2023-07-12T15:46:00Z,Regular,501,6
Wednesday,2023-07-12T16:09:00Z,Regular,506,8
Wednesday,2023-07-12T16:16:00Z,Regular,506,10
Wednesday,2023-07-12T16:34:00Z,Regular,511,10
Wednesday,2023-07-12T18:09:00Z,Regular,504,15
Wednesday,2023-07-12T19:23:00Z,Regular,501,6
Wednesday,2023-07-12T20:18:00Z,Regular,501,6
Wednesday,2023-07-12T20:24:00Z,Regular,510,10
Wednesday,2023-07-12T20:32:00Z,Regular,501,6
Wednesday,2023-07-12T20:49:00Z,Regular,509,35
Wednesday,2023-07-12T20:57:00Z,Regular,511,27
Wednesday,2023-07-12T21:04:00Z,Regular,510,51
Wednesday,2023-07-12T22:42:00Z,Regular,501,6
Wednesday,2023-07-12T22:51:00Z,Regular,510,10
Wednesday,2023-07-13T00:05:00Z,Regular,501,8
Wednesday,2023-07-13T00:58:00Z,Regular,501,6
Wednesday,2023-07-13T01:12:00Z,Regular,504,14
Wednesday,2023-07-13T02:58:00Z,Regular,501,12
Wednesday,2023-07-13T03:57:00Z,Regular,505,4
Wednesday,2023-07-12T05:58:00Z,Regular,512,12
Thursday,2023-07-13T08:56:00Z,Regular,501,7
Thursday,2023-07-13T10:17:00Z,Regular,506,7
Thursday,2023-07-13T11:00:00Z,Regular,511,9
Thursday,2023-07-13T11:20:00Z,Regular,505,10
Thursday,2023-07-13T13:32:00Z,Regular,501,10
Thursday,2023-07-13T14:00:00Z,Regular,505,10
Thursday,2023-07-13T14:02:00Z,Regular,501,12
Thursday,2023-07-13T14:50:00Z,Regular,501,6
Thursday,2023-07-13T14:54:00Z,Regular,511,13
Thursday,2023-07-13T15:25:00Z,Regular,501,8
Thursday,2023-07-13T15:48:00Z,Regular,504,23
Thursday,2023-07-13T16:11:00Z,Regular,501,8
Thursday,2023-07-13T18:00:00Z,Regular,504,20
Thursday,2023-07-13T18:18:00Z,Regular,511,20
Thursday,2023-07-13T18:35:00Z,Regular,510,10
Thursday,2023-07-13T20:18:00Z,Regular,501,8
Thursday,2023-07-13T20:29:00Z,Regular,501,8
Thursday,2023-07-13T20:41:00Z,Regular,506,7
Thursday,2023-07-13T21:12:00Z,Regular,501,8
Thursday,2023-07-13T22:30:00Z,Regular,501,10
Thursday,2023-07-13T22:38:00Z,Regular,511,8
Thursday,2023-07-13T23:47:00Z,Regular,511,15
Thursday,2023-07-13T23:59:00Z,Regular,501,8
Thursday,2023-07-14T00:27:00Z,Regular,506,9
Thursday,2023-07-14T00:51:00Z,Regular,505,10
Thursday,2023-07-14T01:25:00Z,Regular,501,13
Thursday,2023-07-14T01:45:00Z,Regular,501,33
Thursday,2023-07-14T01:55:00Z,Regular,501,8
Thursday,2023-07-14T02:39:00Z,Regular,505,38
Thursday,2023-07-14T02:57:00Z,Regular,505,13
Friday,2023-07-14T13:32:00Z,Regular,506,7
Friday,2023-07-14T14:30:00Z,Regular,506,10
Friday,2023-07-14T15:00:00Z,Regular,504,10
Friday,2023-07-14T15:21:00Z,Regular,506,7
Friday,2023-07-14T17:10:00Z,Regular,504,20
Friday,2023-07-14T17:53:00Z,Regular,501,73
Friday,2023-07-14T17:59:00Z,Regular,506,10
Friday,2023-07-14T19:33:00Z,Regular,506,7
Friday,2023-07-14T19:42:00Z,Regular,506,7
Friday,2023-07-14T19:47:00Z,Regular,501,8
Friday,2023-07-14T19:57:00Z,Regular,501,8
Friday,2023-07-14T19:59:00Z,Regular,504,10
Friday,2023-07-14T20:35:00Z,Regular,501,8
Friday,2023-07-14T21:04:00Z,Regular,510,10
Friday,2023-07-14T21:12:00Z,Regular,509,11
Friday,2023-07-14T21:59:00Z,Regular,510,14
Friday,2023-07-14T22:19:00Z,Regular,504,10
Friday,2023-07-14T22:21:00Z,Regular,512,11
Friday,2023-07-14T22:46:00Z,Regular,510,7
Friday,2023-07-14T22:48:00Z,Regular,501,8
Friday,2023-07-14T22:48:00Z,Regular,506,9
Friday,2023-07-14T22:54:00Z,Regular,505,19
Friday,2023-07-14T22:58:00Z,Regular,501,18
Friday,2023-07-14T23:37:00Z,Regular,512,23
Friday,2023-07-15T00:05:00Z,Regular,510,17
Friday,2023-07-15T00:30:00Z,Regular,506,9
Friday,2023-07-15T00:44:00Z,Regular,505,10
Friday,2023-07-15T00:51:00Z,Regular,501,10
Friday,2023-07-15T01:03:00Z,Regular,501,9
Friday,2023-07-15T01:51:00Z,Regular,505,10
Friday,2023-07-15T02:40:00Z,Regular,505,10
Friday,2023-07-15T03:01:00Z,Regular,501,15
Friday,2023-07-15T03:52:00Z,Regular,506,10
Saturday,2023-07-15T07:13:00Z,Regular,510,15
Saturday,2023-07-15T08:13:00Z,Regular,501,20
Saturday,2023-07-15T08:49:00Z,Regular,512,25
Saturday,2023-07-15T09:00:00Z,Regular,501,44
Saturday,2023-07-15T09:06:00Z,Regular,504,44
Saturday,2023-07-15T09:17:00Z,Regular,505,40
Saturday,2023-07-15T10:44:00Z,Regular,512,25
Saturday,2023-07-15T11:08:00Z,Regular,504,12
Saturday,2023-07-15T13:11:00Z,Regular,501,8
Saturday,2023-07-15T13:33:00Z,Regular,505,10
Saturday,2023-07-15T14:08:00Z,Regular,503,10
Saturday,2023-07-15T14:44:00Z,Regular,503,10
Saturday,2023-07-15T14:49:00Z,Regular,505,10
Saturday,2023-07-15T15:11:00Z,Regular,510,5
Saturday,2023-07-15T15:42:00Z,Regular,505,10
Saturday,2023-07-15T15:53:00Z,Regular,504,13
Saturday,2023-07-15T17:15:00Z,Regular,504,15
Saturday,2023-07-15T17:51:00Z,Regular,501,13
Saturday,2023-07-15T17:52:00Z,Regular,501,8
Saturday,2023-07-15T18:28:00Z,Regular,506,6
Saturday,2023-07-15T18:47:00Z,Regular,501,5
Saturday,2023-07-15T19:25:00Z,Regular,501,5
Saturday,2023-07-15T19:46:00Z,Regular,510,25
Saturday,2023-07-15T20:15:00Z,Regular,501,8
Saturday,2023-07-15T20:18:00Z,Regular,506,7
Saturday,2023-07-15T20:54:00Z,Regular,501,13
Saturday,2023-07-15T21:20:00Z,Regular,501,10
Saturday,2023-07-15T22:58:00Z,Regular,501,6
Saturday,2023-07-15T23:01:00Z,Regular,511,9
Saturday,2023-07-15T23:02:00Z,Regular,501,13
Saturday,2023-07-15T23:03:00Z,Regular,501,5
Saturday,2023-07-15T23:43:00Z,Regular,511,10
Saturday,2023-07-16T00:34:00Z,Regular,501,33
Saturday,2023-07-16T01:02:00Z,Regular,506,9
Saturday,2023-07-16T01:16:00Z,Regular,501,10
Saturday,2023-07-16T02:51:00Z,Regular,501,10
Saturday,2023-07-16T03:29:00Z,Regular,501,10
Saturday,2023-07-16T03:40:00Z,Regular,509,16
Saturday,2023-07-16T03:41:00Z,Regular,509,40
Saturday,2023-07-16T03:46:00Z,Regular,510,10
Saturday,2023-07-16T03:51:00Z,Regular,511,23
Sunday,2023-07-16T06:56:00Z,Night,306,19
Sunday,2023-07-16T08:34:00Z,Regular,511,136
Sunday,2023-07-16T09:24:00Z,Regular,506,10
Sunday,2023-07-16T09:29:00Z,Regular,505,10
Sunday,2023-07-16T10:00:00Z,Regular,504,10
Sunday,2023-07-16T10:20:00Z,Regular,505,10
Sunday,2023-07-16T10:23:00Z,Regular,501,8
Sunday,2023-07-16T11:01:00Z,Regular,510,15
Sunday,2023-07-16T12:22:00Z,Regular,511,9
Sunday,2023-07-16T12:26:00Z,Regular,505,10
Sunday,2023-07-16T12:39:00Z,Regular,510,38
Sunday,2023-07-16T13:17:00Z,Regular,504,8
Sunday,2023-07-16T16:40:00Z,Regular,505,10
Sunday,2023-07-16T17:36:00Z,Regular,512,21
Sunday,2023-07-16T21:04:00Z,Regular,511,16
Sunday,2023-07-16T21:04:00Z,Regular,506,10
Sunday,2023-07-16T21:20:00Z,Regular,506,8
Sunday,2023-07-16T21:36:00Z,Regular,506,9
Sunday,2023-07-16T21:48:00Z,Regular,510,10
Sunday,2023-07-16T22:25:00Z,Regular,501,10
Sunday,2023-07-16T22:59:00Z,Regular,509,42
Sunday,2023-07-17T00:31:00Z,Regular,501,7
Sunday,2023-07-17T01:00:00Z,Regular,510,45
Sunday,2023-07-17T01:11:00Z,Regular,509,41
Sunday,2023-07-17T01:29:00Z,Regular,505,10
Sunday,2023-07-17T02:28:00Z,Regular,506,13
Sunday,2023-07-16T04:08:00Z,Regular,506,18
Monday,2023-07-17T06:15:00Z,Regular,501,20
Monday,2023-07-17T06:29:00Z,Regular,504,13
Monday,2023-07-17T08:30:00Z,Night,301,20
Monday,2023-07-17T08:49:00Z,Regular,506,34
Monday,2023-07-17T09:30:00Z,Regular,501,5
Monday,2023-07-17T11:13:00Z,Regular,506,7
Monday,2023-07-17T12:21:00Z,Regular,504,40
Monday,2023-07-17T12:40:00Z,Regular,501,15
Monday,2023-07-17T12:44:00Z,Regular,503,19
Monday,2023-07-17T13:54:00Z,Regular,506,8
Monday,2023-07-17T14:37:00Z,Regular,506,8
Monday,2023-07-17T14:51:00Z,Regular,501,10
Monday,2023-07-17T15:19:00Z,Regular,511,11
Monday,2023-07-17T16:26:00Z,Regular,506,15
Monday,2023-07-17T16:35:00Z,Regular,504,5
Monday,2023-07-17T16:44:00Z,Regular,505,76
Monday,2023-07-17T16:55:00Z,Regular,501,50
Monday,2023-07-17T17:54:00Z,Regular,506,20
Monday,2023-07-17T18:01:00Z,Regular,506,25
Monday,2023-07-17T18:25:00Z,Regular,504,10
Monday,2023-07-17T18:41:00Z,Regular,505,25
Monday,2023-07-17T19:00:00Z,Regular,510,25
Monday,2023-07-17T19:17:00Z,Regular,506,10
Monday,2023-07-17T19:19:00Z,Regular,501,10
Monday,2023-07-17T19:20:00Z,Regular,506,8
Monday,2023-07-17T19:35:00Z,Regular,509,7
Monday,2023-07-17T20:27:00Z,Regular,512,8
Monday,2023-07-17T20:42:00Z,Regular,501,7
Monday,2023-07-17T21:23:00Z,Regular,501,6
Monday,2023-07-17T21:47:00Z,Regular,504,15
Monday,2023-07-17T22:15:00Z,Regular,501,10
Monday,2023-07-17T23:41:00Z,Regular,506,10
Monday,2023-07-17T23:45:00Z,Regular,505,40
Monday,2023-07-17T23:45:00Z,Regular,505,10
Monday,2023-07-17T23:51:00Z,Regular,501,29
Monday,2023-07-18T01:35:00Z,Regular,501,10
Monday,2023-07-18T02:35:00Z,Regular,504,10
Monday,2023-07-18T02:45:00Z,Regular,509,38
Monday,2023-07-18T02:59:00Z,Regular,512,20
Monday,2023-07-18T03:02:00Z,Regular,505,23
Monday,2023-07-18T03:11:00Z,Regular,501,9
Monday,2023-07-18T03:18:00Z,Regular,506,10
Monday,2023-07-18T03:41:00Z,Regular,501,20
Tuesday,2023-07-18T09:42:00Z,Regular,501,10
Tuesday,2023-07-18T10:17:00Z,Regular,506,7
Tuesday,2023-07-18T10:24:00Z,Regular,501,7
Tuesday,2023-07-18T10:56:00Z,Regular,506,20
Tuesday,2023-07-18T11:03:00Z,Regular,501,6
Tuesday,2023-07-18T12:53:00Z,Regular,501,10
Tuesday,2023-07-18T13:08:00Z,Regular,506,5
Tuesday,2023-07-18T14:00:00Z,Regular,505,10
Tuesday,2023-07-18T14:05:00Z,Regular,506,22
Tuesday,2023-07-18T14:17:00Z,Regular,504,30
Tuesday,2023-07-18T14:18:00Z,Regular,501,26
Tuesday,2023-07-18T15:10:00Z,Regular,501,13
Tuesday,2023-07-18T15:16:00Z,Regular,501,8
Tuesday,2023-07-18T16:57:00Z,Regular,501,8
Tuesday,2023-07-18T17:21:00Z,Regular,504,10
Tuesday,2023-07-18T17:30:00Z,Regular,506,7
Tuesday,2023-07-18T17:33:00Z,Regular,506,8
Tuesday,2023-07-18T18:14:00Z,Regular,504,10
Tuesday,2023-07-18T18:28:00Z,Regular,501,6
Tuesday,2023-07-18T19:08:00Z,Regular,505,11
Tuesday,2023-07-18T20:09:00Z,Regular,501,10
Tuesday,2023-07-18T21:10:00Z,Regular,506,10
Tuesday,2023-07-19T00:04:00Z,Regular,505,10
Tuesday,2023-07-19T02:15:00Z,Regular,501,10
Tuesday,2023-07-19T02:46:00Z,Regular,501,30
Tuesday,2023-07-19T03:05:00Z,Regular,504,16
Tuesday,2023-07-19T03:55:00Z,Regular,506,10
Tuesday,2023-07-18T05:53:00Z,Night,306,13
Wednesday,2023-07-19T06:08:00Z,Regular,504,10
Wednesday,2023-07-19T06:25:00Z,Night,306,30
Wednesday,2023-07-19T09:45:00Z,Regular,506,10
Wednesday,2023-07-19T10:06:00Z,Regular,501,10
Wednesday,2023-07-19T11:58:00Z,Regular,506,12
Wednesday,2023-07-19T12:00:00Z,Regular,501,6
Wednesday,2023-07-19T12:06:00Z,Regular,505,10
Wednesday,2023-07-19T12:15:00Z,Regular,501,6
Wednesday,2023-07-19T12:28:00Z,Regular,501,15
Wednesday,2023-07-19T12:35:00Z,Regular,506,18
Wednesday,2023-07-19T13:09:00Z,Regular,501,36
Wednesday,2023-07-19T13:14:00Z,Regular,506,46
Wednesday,2023-07-19T13:37:00Z,Regular,506,8
Wednesday,2023-07-19T13:57:00Z,Regular,506,8
Wednesday,2023-07-19T13:57:00Z,Regular,506,8
Wednesday,2023-07-19T15:35:00Z,Regular,506,10
Wednesday,2023-07-19T15:46:00Z,Regular,501,8
Wednesday,2023-07-19T16:19:00Z,Regular,506,16
Wednesday,2023-07-19T16:27:00Z,Regular,506,8
Wednesday,2023-07-19T16:31:00Z,Regular,506,8
Wednesday,2023-07-19T18:48:00Z,Regular,504,10
Wednesday,2023-07-19T20:44:00Z,Regular,506,8
Wednesday,2023-07-19T20:51:00Z,Regular,504,10
Wednesday,2023-07-19T20:56:00Z,Regular,506,8
Wednesday,2023-07-19T22:03:00Z,Regular,504,15
Wednesday,2023-07-20T00:49:00Z,Regular,505,23
Wednesday,2023-07-20T01:10:00Z,Regular,504,10
Wednesday,2023-07-20T02:48:00Z,Regular,501,21
Wednesday,2023-07-20T03:11:00Z,Regular,504,10
Wednesday,2023-07-20T03:55:00Z,Regular,506,18
Wednesday,2023-07-19T04:24:00Z,Regular,512,10
Wednesday,2023-07-19T05:06:00Z,Regular,504,10
Wednesday,2023-07-19T05:47:00Z,Night,301,10
Thursday,2023-07-20T07:06:00Z,Regular,504,10
Thursday,2023-07-20T09:11:00Z,Regular,506,15
Thursday,2023-07-20T10:42:00Z,Regular,501,5
Thursday,2023-07-20T11:05:00Z,Regular,506,52
Thursday,2023-07-20T11:23:00Z,Regular,509,10
Thursday,2023-07-20T12:25:00Z,Regular,506,12
Thursday,2023-07-20T12:36:00Z,Regular,506,9
Thursday,2023-07-20T12:58:00Z,Regular,506,15
Thursday,2023-07-20T13:34:00Z,Regular,501,8
Thursday,2023-07-20T13:58:00Z,Regular,501,8
Thursday,2023-07-20T15:47:00Z,Regular,511,9
Thursday,2023-07-20T16:06:00Z,Regular,501,6
Thursday,2023-07-20T16:52:00Z,Regular,506,10
Thursday,2023-07-20T17:10:00Z,Regular,506,10
Thursday,2023-07-20T17:53:00Z,Regular,510,10
Thursday,2023-07-20T18:20:00Z,Regular,501,6
Thursday,2023-07-20T18:42:00Z,Regular,506,7
Thursday,2023-07-20T19:31:00Z,Regular,501,6
Thursday,2023-07-20T19:50:00Z,Regular,506,10
Thursday,2023-07-20T20:07:00Z,Regular,501,8
Thursday,2023-07-20T20:28:00Z,Regular,501,10
Thursday,2023-07-20T20:52:00Z,Regular,505,10
Thursday,2023-07-20T21:29:00Z,Regular,501,20
Thursday,2023-07-20T21:37:00Z,Regular,504,10
Thursday,2023-07-20T22:47:00Z,Regular,509,7
Thursday,2023-07-20T22:54:00Z,Regular,510,10
Thursday,2023-07-20T22:56:00Z,Regular,506,10
Thursday,2023-07-20T23:13:00Z,Regular,504,10
Thursday,2023-07-20T23:17:00Z,Regular,506,10
Thursday,2023-07-20T23:54:00Z,Regular,511,15
Thursday,2023-07-21T00:29:00Z,Regular,504,20
Thursday,2023-07-21T01:17:00Z,Regular,510,10
Thursday,2023-07-21T01:27:00Z,Regular,511,70
Thursday,2023-07-21T01:36:00Z,Regular,510,7
Thursday,2023-07-21T01:51:00Z,Regular,501,40
Thursday,2023-07-21T03:56:00Z,Regular,510,10
Friday,2023-07-21T10:19:00Z,Regular,512,25
Friday,2023-07-21T12:08:00Z,Regular,501,8
Friday,2023-07-21T14:06:00Z,Regular,510,10
Friday,2023-07-21T18:27:00Z,Regular,506,10
Friday,2023-07-21T19:22:00Z,Regular,506,9
Friday,2023-07-21T19:32:00Z,Regular,506,7
Friday,2023-07-21T19:36:00Z,Regular,501,8
Friday,2023-07-21T19:55:00Z,Regular,506,9
Friday,2023-07-21T20:24:00Z,Regular,501,8
Friday,2023-07-21T21:06:00Z,Regular,501,5
Friday,2023-07-21T21:13:00Z,Regular,506,9
Friday,2023-07-21T21:23:00Z,Regular,506,7
Friday,2023-07-21T22:10:00Z,Regular,501,5
Friday,2023-07-21T22:19:00Z,Regular,501,18
Friday,2023-07-21T22:48:00Z,Regular,512,8
Friday,2023-07-21T23:52:00Z,Regular,501,54
Friday,2023-07-22T00:00:00Z,Regular,501,8
Friday,2023-07-22T00:58:00Z,Regular,501,10
Friday,2023-07-22T01:15:00Z,Regular,511,10
Friday,2023-07-22T02:50:00Z,Regular,504,10
Friday,2023-07-22T03:10:00Z,Regular,506,10
Friday,2023-07-22T03:16:00Z,Regular,501,10
Friday,2023-07-21T05:03:00Z,Regular,505,10
Saturday,2023-07-22T06:39:00Z,Regular,510,10
Saturday,2023-07-22T11:14:00Z,Regular,506,10
Saturday,2023-07-22T12:50:00Z,Regular,511,10
Saturday,2023-07-22T13:00:00Z,Regular,510,8
Saturday,2023-07-22T14:21:00Z,Regular,511,10
Saturday,2023-07-22T17:16:00Z,Regular,512,8
Saturday,2023-07-22T17:36:00Z,Regular,505,8
Saturday,2023-07-22T18:32:00Z,Regular,504,10
Saturday,2023-07-22T18:50:00Z,Regular,506,5
Saturday,2023-07-22T18:59:00Z,Regular,504,10
Saturday,2023-07-22T19:16:00Z,Regular,501,15
Saturday,2023-07-22T19:18:00Z,Regular,509,6
Saturday,2023-07-22T19:25:00Z,Regular,501,5
Saturday,2023-07-22T19:47:00Z,Regular,506,7
Saturday,2023-07-22T19:52:00Z,Regular,501,5
Saturday,2023-07-22T20:48:00Z,Regular,510,10
Saturday,2023-07-22T21:14:00Z,Regular,509,15
Saturday,2023-07-22T21:20:00Z,Regular,501,6
Saturday,2023-07-22T21:32:00Z,Regular,512,39
Saturday,2023-07-22T21:39:00Z,Regular,501,5
Saturday,2023-07-22T21:54:00Z,Regular,512,25
Saturday,2023-07-22T22:42:00Z,Regular,501,7
Saturday,2023-07-22T22:45:00Z,Regular,501,5
Saturday,2023-07-22T23:08:00Z,Regular,506,10
Saturday,2023-07-23T00:17:00Z,Regular,501,5
Saturday,2023-07-23T00:23:00Z,Regular,506,9
Saturday,2023-07-23T00:26:00Z,Regular,501,10
Saturday,2023-07-23T00:35:00Z,Regular,505,10
Saturday,2023-07-23T01:00:00Z,Regular,506,9
Saturday,2023-07-23T01:40:00Z,Regular,501,10
Saturday,2023-07-23T02:04:00Z,Regular,511,18
Saturday,2023-07-23T02:47:00Z,Regular,501,10
